16,4,16,18
32,9,32,18
64,16,64,64
128,33,128,108
256,75,256,207
512,123,512,426
1024,243,1024,862
2048,482,2048,1607
4096,850,4096,3205
8192,1542,8192,5274
16384,2054,16384,6855
32768,0,32768,0
65536,0,65536,0
