16,0.859375,16,0.796875
32,0.862500,32,0.493750
64,0.802083,64,0.903646
128,0.254464,128,0.380580
256,0.559082,256,0.326172
512,0.445095,512,0.447049
1024,0.565625,1024,0.286133
2048,0.429865,2048,0.350320
4096,0.341532,4096,0.326375
8192,0.168720,8192,0.366079
16384,0.262970,16384,0.208095
32768,0.237278,32768,0.319120
65536,0.444171,65536,0.262862
