16,55,16,51
32,138,32,79
64,308,64,347
128,228,128,341
256,1145,256,668
512,2051,512,2060
1024,5792,1024,2930
2048,9684,2048,7892
4096,16787,4096,16042
8192,17968,8192,38986
16384,60319,16384,47732
32768,116627,32768,156854
65536,465747,65536,275631
