16,35,16,88
32,227,32,172
64,219,64,276
128,767,128,498
256,2844,256,1300
512,10519,512,3644
1024,16622,1024,8606
2048,19035,2048,13842
4096,34321,4096,56125
8192,179511,8192,74695
16384,254768,16384,158644
32768,420500,32768,197732
65536,1272088,65536,1425334
