16,44,16,44
32,124,32,128
64,327,64,361
128,774,128,781
256,2055,256,2256
512,4584,512,4912
1024,11526,1024,10805
2048,24496,2048,26114
4096,56524,4096,59796
8192,117984,8192,117687
16384,263104,16384,261316
32768,557301,32768,595103
65536,1229987,65536,1316633
