16,49,16,24
32,96,32,128
64,212,64,176
128,302,128,349
256,884,256,1390
512,2748,512,1921
1024,10184,1024,5160
2048,8966,2048,8379
4096,49616,4096,48745
8192,26384,8192,63969
16384,80881,16384,46804
32768,129409,32768,165259
65536,358504,65536,470918
