16,30,16,30
32,28,32,140
64,118,64,178
128,264,128,279
256,673,256,461
512,574,512,405
1024,1531,1024,2201
2048,4666,2048,3797
4096,10403,4096,15092
8192,8176,8192,23152
16384,42389,16384,31703
32768,100182,32768,21172
65536,182679,65536,120697
