16,53,16,60
32,61,32,240
64,247,64,293
128,655,128,549
256,986,256,878
512,2013,512,1128
1024,4956,1024,3989
2048,8091,2048,7463
4096,21574,4096,24625
8192,20959,8192,38409
16384,76022,16384,60378
32768,219497,32768,64033
65536,863172,65536,243683
