16,68,16,68
32,219,32,158
64,441,64,458
128,1013,128,1036
256,2672,256,2284
512,5497,512,5763
1024,12451,1024,12940
2048,28269,2048,29810
4096,55919,4096,65425
8192,131084,8192,140501
16384,296331,16384,293908
32768,651441,32768,637429
65536,1319669,65536,1398836
