16,0.984375,16,0.500000
32,0.725000,32,0.987500
64,0.666667,64,0.567708
128,0.386161,128,0.440848
256,0.490234,256,0.765625
512,0.648438,512,0.458116
1024,1.060352,1024,0.535937
2048,0.416815,2048,0.389515
4096,1.054972,4096,1.038717
8192,0.256216,8192,0.628333
16384,0.359074,16384,0.209586
32768,0.268146,32768,0.343235
65536,0.349394,65536,0.458755
