16,1.062500,16,1.062500
32,1.368750,32,0.987500
64,1.148438,64,1.192708
128,1.130580,128,1.156250
256,1.304688,256,1.115234
512,1.192925,512,1.250651
1024,1.215918,1024,1.263672
2048,1.254838,2048,1.323242
4096,1.137675,4096,1.331075
8192,1.230882,8192,1.319308
16384,1.291901,16384,1.281337
32768,1.325360,32768,1.296853
65536,1.258534,65536,1.334034
