16,48,16,46
32,173,32,116
64,361,64,372
128,839,128,866
256,2330,256,1940
512,4821,512,5081
1024,11075,1024,11570
2048,25517,2048,27080
4096,50473,4096,60003
8192,120060,8192,129467
16384,274433,16384,271098
32768,606999,32768,587867
65536,1227159,65536,1288772
