16,46,16,15
32,67,32,38
64,101,64,93
128,174,128,170
256,525,256,945
512,1703,512,948
1024,5183,1024,2962
2048,4962,2048,4631
4096,32826,4096,29764
8192,14294,8192,36724
16384,43226,16384,18403
32768,75785,32768,77373
65536,111487,65536,279025
