16,46,16,44
32,134,32,104
64,298,64,227
128,538,128,634
256,1674,256,1267
512,3358,512,3029
1024,7139,1024,7384
2048,14573,2048,17079
4096,30370,4096,33165
8192,71855,8192,74945
16384,156641,16384,148276
32768,331695,32768,303395
65536,678936,65536,643764
