16,41,16,37
32,116,32,67
64,272,64,305
128,212,128,313
256,1053,256,608
512,1949,512,1944
1024,5642,1024,2780
2048,9370,2048,7596
4096,16409,4096,15626
8192,17624,8192,38378
16384,59555,16384,46994
32768,115475,32768,155594
65536,462719,65536,273797
