16,37,16,33
32,72,32,97
64,184,64,227
128,456,128,447
256,1149,256,1338
512,2478,512,3020
1024,6643,1024,6084
2048,12862,2048,15290
4096,32233,4096,30746
8192,66165,8192,64574
16384,132507,16384,130543
32768,306510,32768,297178
65536,627514,65536,608395
