16,55,16,54
32,146,32,150
64,368,64,404
128,863,128,863
256,2227,256,2423
512,4932,512,5262
1024,12206,1024,11492
2048,25877,2048,27492
4096,59256,4096,62552
8192,123424,8192,123234
16384,274058,16384,272742
32768,579485,32768,619863
65536,1276203,65536,1371627
