16,1.000000,16,2.500000
32,0.968750,32,1.937500
64,1.062500,64,2.312500
128,1.007813,128,2.203125
256,1.066406,256,2.074219
512,0.986328,512,2.210938
1024,0.946289,1024,2.185547
2048,0.970703,2048,2.145020
4096,0.930176,4096,2.132568
8192,0.917236,8192,1.985840
16384,0.861694,16384,1.761658
32768,0.741333,32768,1.341797
65536,1.137360,65536,1.614197
