16,16,16,40
32,31,32,62
64,68,64,148
128,129,128,282
256,273,256,531
512,505,512,1132
1024,969,1024,2238
2048,1988,2048,4393
4096,3810,4096,8735
8192,7514,8192,16268
16384,14118,16384,28863
32768,24292,32768,43968
65536,74538,65536,105788
