16,63,16,32
32,116,32,158
64,256,64,218
128,346,128,395
256,1004,256,1568
512,2988,512,2111
1024,10858,1024,5488
2048,9390,2048,8775
4096,51854,4096,51055
8192,27286,8192,66915
16384,82363,16384,48074
32768,131799,32768,168707
65536,366366,65536,481040
